iter	Logloss
241	0.3725471925
242	0.3723967477
243	0.3723682018
244	0.372334641
245	0.3721563789
246	0.3720904147
247	0.3719387269
248	0.3717506923
249	0.3716706265
250	0.371354821
251	0.3712191635
252	0.3709534206
253	0.3706620463
254	0.3706137839
255	0.3703715292
256	0.37007424
257	0.3700523805
258	0.3698682464
259	0.3696223913
260	0.3695898592
261	0.3693701069
262	0.369085119
263	0.3690716176
264	0.3687887299
265	0.3685958948
266	0.3683318235
267	0.3680676664
268	0.367804238
269	0.3675719701
270	0.3674133387
271	0.3672155316
272	0.3669484599
273	0.3668914538
274	0.3664406766
275	0.3664207887
276	0.3662915605
277	0.3661757909
278	0.3661210992
279	0.3658437407
280	0.3656906385
281	0.3654774012
282	0.3653530164
283	0.3652165016
284	0.3649784045
285	0.3648992817
286	0.3646045642
287	0.3643202192
288	0.3641994348
289	0.3639881691
290	0.3638754855
291	0.3636965805
292	0.3634632411
293	0.3632725062
294	0.3630928297
295	0.3629456424
296	0.3628084418
297	0.3625956332
298	0.3623982119
299	0.3621031943
300	0.3620947934
301	0.3618722123
302	0.3617563998
303	0.3615263178
304	0.3613896316
305	0.3611705223
306	0.3610101764
307	0.3610016041
308	0.3609572421
309	0.3609258245
310	0.3607872095
311	0.3605894882
312	0.3603029144
313	0.3601616849
314	0.3599688069
315	0.3598048607
316	0.3594330348
317	0.3592801683
318	0.359130345
319	0.3589186936
320	0.3587800572
321	0.3585518826
322	0.3584531077
323	0.3582874041
324	0.3581016198
325	0.3579647407
326	0.3576828174
327	0.357448085
328	0.3572713445
329	0.357074759
330	0.3568954039
331	0.3566253319
332	0.3565608678
333	0.3563156771
334	0.3561856131
335	0.3559517378
336	0.355771997
337	0.3555776403
338	0.3555762473
339	0.355317748
340	0.3552006496
341	0.3550332744
342	0.3548742573
343	0.3545195762
344	0.3543571301
345	0.3541712815
346	0.3538789642
347	0.3537678665
348	0.3535917689
349	0.3534367593
350	0.3533069739
351	0.3530716414
352	0.3529470637
353	0.3528528106
354	0.3527785741
355	0.3526361444
356	0.3525046659
357	0.3523565142
358	0.352202319
359	0.3520323507
360	0.3518227995
361	0.3515933605
362	0.3514096121
363	0.3512676968
364	0.351004054
365	0.3509419473
366	0.3508358216
367	0.350722045
368	0.3505980245
369	0.3504331782
370	0.350285798
371	0.3500958775
372	0.3498858977
373	0.3497992526
374	0.3497514618
375	0.3496500937
376	0.3495152077
377	0.3493962663
378	0.3491651342
379	0.3490297553
380	0.3489026273
381	0.3487322304
382	0.3486110816
383	0.3484238185
384	0.3482644799
385	0.3481171854
386	0.3479191212
387	0.3477153135
388	0.3475947219
389	0.3474493563
390	0.3473665902
391	0.3473501741
392	0.3472541852
393	0.3470936679
394	0.346911934
395	0.3467220992
396	0.346684638
397	0.3465103835
398	0.3463821197
399	0.3462652999
400	0.3461824696
401	0.3460713933
402	0.3458387825
403	0.3457727325
404	0.3454551697
405	0.3453526015
406	0.3452726643
407	0.3451231196
408	0.3449421143
409	0.3448629272
410	0.344667799
411	0.344247668
412	0.3440050704
413	0.3438527825
414	0.3435725523
415	0.343477142
416	0.3432633689
417	0.3431130956
418	0.3428702408
419	0.3427400053
420	0.3425644435
421	0.3425008367
422	0.3423983113
423	0.3422754909
424	0.3421545993
425	0.3420731191
426	0.341969908
427	0.3417723795
428	0.3416602103
429	0.3415268459
430	0.3413477908
431	0.3411177946
432	0.3409169444
433	0.3407367106
434	0.3405908306
435	0.3403702211
436	0.3402512154
437	0.3401677421
438	0.3400525725
439	0.3400492293
440	0.3399411319
441	0.3397384815
442	0.339515086
443	0.3393906797
444	0.3393530685
445	0.3391803356
446	0.3390696022
447	0.3390281763
448	0.3388739811
449	0.3387001123
450	0.3385736273
451	0.3383070271
452	0.3381597755
453	0.3380269683
454	0.337680088
455	0.337562261
456	0.3374323041
457	0.3373262641
458	0.3372497987
459	0.3370931604
460	0.3367309356
461	0.3366330179
462	0.3365829982
463	0.3364366253
464	0.3364213451
465	0.3362808656
466	0.336130378
467	0.3359753684
468	0.3358721358
469	0.3357797473
470	0.3356219731
471	0.3354650347
472	0.3353493937
473	0.3352705709
474	0.3351403569
475	0.3350057495
476	0.3348776142
477	0.3347693025
478	0.3347425568
479	0.3345441925
480	0.3344126498
481	0.334236145
482	0.334121104
483	0.3339969549
484	0.333974924
485	0.3339175106
486	0.3337812317
487	0.3336607044
488	0.3336254077
489	0.3335426416
490	0.3334639903
491	0.3333488636
492	0.3330760913
493	0.3329637935
494	0.3328067694
495	0.3327121306
496	0.3326195063
497	0.3325224887
498	0.3323756014
499	0.3322584602
500	0.3321997182
501	0.3321051223
502	0.331877462
503	0.3317923171
504	0.3316904132
505	0.3315489694
506	0.3314113617
507	0.3313348963
508	0.3312159335
509	0.3310347996
510	0.3309730358
511	0.3309335387
512	0.330773
513	0.3305811507
514	0.3304910767
515	0.3303780288
516	0.3302849759
517	0.3301849151
518	0.3300236691
519	0.3299331451
520	0.329915486
521	0.3298798465
522	0.3298193257
523	0.3296471071
524	0.3296370346
525	0.3295397383
526	0.3294403848
527	0.3293055416
528	0.3292625727
529	0.3291173571
530	0.3290081453
531	0.3289001551
532	0.3287962796
533	0.3287362731
534	0.3286465206
535	0.3285077127
536	0.3283652831
537	0.3283527674
538	0.3281549818
539	0.3280365547
540	0.3280241463
541	0.3277878708
542	0.3275881135
543	0.3274727725
544	0.3273492449
545	0.3272060009
546	0.327090917
547	0.3269746973
548	0.3268021359
549	0.3266848018
550	0.326564746
551	0.3264081719
552	0.3263114972
553	0.3262136867
554	0.326116519
555	0.3260426682
556	0.32590086
557	0.3258187798
558	0.3257314275
559	0.3256634916
560	0.3255865547
561	0.3254452609
562	0.3253527438
563	0.3252484182
564	0.3251925051
565	0.3251074459
566	0.3250331664
567	0.3248694131
568	0.3245821106
569	0.3245000089
570	0.3244147783
571	0.3241683874
572	0.3240632475
573	0.3239905968
574	0.3239271828
575	0.3238121204
576	0.323714417
577	0.3236437165
578	0.323595047
579	0.3234837564
580	0.3233918608
581	0.3233089018
582	0.3231866386
583	0.3229807307
584	0.3228637181
585	0.3226826486
586	0.3225289463
587	0.3223990965
588	0.3222239634
589	0.3220725542
590	0.3219245739
591	0.3218061469
592	0.3217191375
593	0.3214976279
594	0.3213954025
595	0.3212205265
596	0.3211130507
597	0.3210034745
598	0.3208383067
599	0.3207118217
600	0.3204334988
601	0.3203345952
602	0.3202746102
603	0.3202009737
604	0.3201054348
605	0.3199079278
606	0.3197364807
607	0.319622447
608	0.319386643
609	0.3192430346
610	0.3192333693
611	0.3191220573
612	0.3190064162
613	0.3188736305
614	0.3187705479
615	0.3185222926
616	0.3184071659
617	0.3182218316
618	0.3181836846
619	0.3181291644
620	0.318007587
621	0.3179452875
622	0.3178380902
623	0.3176711007
624	0.3176382258
625	0.3174897955
626	0.3174560633
627	0.3173442369
628	0.317207615
629	0.317136936
630	0.3170530555
631	0.3169540234
632	0.3169137333
633	0.3168347391
634	0.3167630742
635	0.3167148119
636	0.3166356247
637	0.3166145582
638	0.3165156761
639	0.3164367033
640	0.3163415502
641	0.3162329599
642	0.316222373
643	0.3160354529
644	0.3159331418
645	0.3157968843
646	0.3157796967
647	0.3155397351
648	0.3153903404
649	0.3153010165
650	0.3151934763
651	0.3151401563
652	0.3150795069
653	0.3150286728
654	0.3149390489
655	0.3149012448
656	0.3147175178
657	0.3145702233
658	0.3144079487
659	0.3142816351
660	0.3142126276
661	0.3141813814
662	0.3140571466
663	0.3139084377
664	0.3139011083
665	0.3137946825
666	0.3135371047
667	0.3134315791
668	0.3132949572
669	0.3130916853
670	0.3129508201
671	0.3129128445
672	0.3127260958
673	0.3126822911
674	0.3125574776
675	0.3124787834
676	0.3124328356
677	0.3123677929
678	0.3122554093
679	0.3120647173
680	0.3118283775
681	0.3116515728
682	0.3115823081
683	0.3113676778
684	0.3112195904
685	0.3110530082
686	0.3109101928
687	0.3108284554
688	0.3107406102
689	0.3106501719
690	0.3106023381
691	0.3104946479
692	0.3103761137
693	0.3101048202
694	0.3099893291
695	0.3098698948
696	0.3097551967
697	0.309594358
698	0.3095759274
699	0.3094870749
700	0.3093913218
701	0.3092725304
702	0.3092288971
703	0.3091272076
704	0.3091210783
705	0.3091149491
706	0.3089259287
707	0.3088150453
708	0.3086601429
709	0.3085929356
710	0.308430961
711	0.3083057832
712	0.3081495306
713	0.3080986323
714	0.3079465373
715	0.3078293318
716	0.3078234812
717	0.3077252849
718	0.3075818694
719	0.307449598
720	0.307284323
721	0.307020916
722	0.3069214124
723	0.3068270737
724	0.3067223195
725	0.3066078786
726	0.3064376317
727	0.3063671241
728	0.3062939162
729	0.3062622842
730	0.3061285769
731	0.3059747246
732	0.3058655557
733	0.3056173432
734	0.3055259619
735	0.3054694701
736	0.3053763958
737	0.3052943155
738	0.3051244757
739	0.3049272259
740	0.304881278
741	0.3047678658
742	0.3045278828
743	0.3044177709
744	0.3043642794
745	0.3041425555
746	0.3039848885
747	0.3039713013
748	0.3038305218
749	0.3036796698
750	0.3036196419
751	0.3034461804
752	0.3032432728
753	0.3031506699
754	0.3030398508
755	0.3030225347
756	0.3029047934
757	0.3026737256
758	0.3024307637
759	0.3023388252
760	0.3022818833
761	0.3021003209
762	0.3020122185
763	0.3018508225
764	0.3017037638
765	0.3016683171
766	0.3014078462
767	0.3013652844
768	0.3011448678
769	0.3010410137
770	0.3009959232
771	0.3008717312
772	0.3007534327
773	0.3006501787
774	0.3005604262
775	0.3004092099
776	0.3001506891
777	0.3000489781
778	0.2999835068
779	0.2998504853
780	0.2997299794
781	0.299626854
782	0.2995485884
783	0.2993350297
784	0.2991815631
785	0.2989702975
786	0.2989055976
787	0.2988543564
788	0.2987538027
789	0.2985927282
790	0.2985199703
791	0.2983716472
792	0.298232625
793	0.2981498161
794	0.298092167
795	0.2979952566
796	0.2979061255
797	0.2978251168
798	0.297681487
799	0.2974884805
800	0.2974305314
801	0.2973597237
802	0.2972066858
803	0.2970801793
804	0.2970165724
805	0.2970044425
806	0.2968455754
807	0.2967851617
808	0.2967049674
809	0.29660975
810	0.2964618554
811	0.2964038635
812	0.2963387779
813	0.2962961518
814	0.2960776854
815	0.2959849111
816	0.295887422
817	0.2957608512
818	0.295687129
819	0.2955038949
820	0.2954508964
821	0.29540482
822	0.2953250328
823	0.2952532393
824	0.2950091416
825	0.2947051016
826	0.2946835421
827	0.2944877067
828	0.2944039763
829	0.2943477416
830	0.2942711477
831	0.294179102
832	0.2941506204
833	0.2940849133
834	0.2939127161
835	0.293760364
836	0.2935798088
837	0.2934501091
838	0.2934181771
839	0.2933170233
840	0.2932104046
841	0.2931221094
842	0.2929985818
843	0.2928169336
844	0.2926449722
845	0.2925418039
846	0.2924406073
847	0.2922232981
848	0.2919846653
849	0.2919566551
850	0.2918835758
851	0.2918462646
852	0.2917608411
853	0.2916651522
854	0.2914157396
855	0.2911684272
856	0.2909663983
857	0.2908623085
858	0.290801509
859	0.2905309013
860	0.2904573291
861	0.2901967509
862	0.2900672655
863	0.289982785
864	0.2898408697
865	0.2897886212
866	0.2896450343
867	0.2896123307
868	0.289431497
869	0.2893201421
870	0.289227925
871	0.2891672113
872	0.2890098872
873	0.2888257745
874	0.2885644463
875	0.2883677536
876	0.2883201128
877	0.2882325676
878	0.2879810976
879	0.2878809082
880	0.2878581058
881	0.2877828834
882	0.2877327351
883	0.2876854586
884	0.2876205873
885	0.2872950736
886	0.2871968987
887	0.2868847579
888	0.2868457751
889	0.2867732316
890	0.2865698311
891	0.2864632982
892	0.2862416385
893	0.2861731883
894	0.2860517609
895	0.2860417312
896	0.2857482996
897	0.285536691
898	0.2854461027
899	0.2853214178
900	0.2852738198
901	0.2850347369
902	0.2849455844
903	0.2847601644
904	0.284591782
905	0.2845039796
906	0.2842292357
907	0.2841535418
908	0.2840908779
909	0.2840843201
910	0.2840021969
911	0.2839298891
912	0.2838298069
913	0.2837182591
914	0.2836119191
915	0.2835222094
916	0.2832602169
917	0.2832051824
918	0.2830830263
919	0.2830216054
920	0.2829408753
921	0.282870582
922	0.2828491297
923	0.2827619917
924	0.2825701853
925	0.2824319132
926	0.2823070355
927	0.2821096356
928	0.2819490326
929	0.2817788713
930	0.2816725313
931	0.2815789641
932	0.28147556
933	0.2812506001
934	0.2811803925
935	0.2809748489
936	0.2809088846
937	0.2808154245
938	0.2806801528
939	0.2806296831
940	0.2803682477
941	0.2803125274
942	0.2801319508
943	0.2800350404
944	0.2797826703
945	0.2797055191
946	0.2795801913
947	0.2795000183
948	0.2793939783
949	0.2793147484
950	0.2792453337
951	0.279164175
952	0.2791240778
953	0.2789859557
954	0.2788066221
955	0.2785627815
956	0.2783350141
957	0.2782603917
958	0.2780206659
959	0.2778246162
960	0.2777554373
961	0.2776208942
962	0.2775813756
963	0.2775019956
964	0.277416915
965	0.2773012526
966	0.2770896226
967	0.2768072064
968	0.2766927869
969	0.2766053275
970	0.27637756
971	0.2763322337
972	0.2762824712
973	0.2762226148
974	0.2761476924
975	0.275872627
976	0.2758082272
977	0.2757437845
978	0.2756231072
979	0.2755392696
980	0.2754545319
981	0.2753748947
982	0.2752961791
983	0.2751430983
984	0.27506659
985	0.2749527492
986	0.2748443089
987	0.2747563137
988	0.274542905
989	0.2744995289
990	0.2744051473
991	0.2741028218
992	0.2739884666
993	0.2737532412
994	0.2736032036
995	0.2735385038
996	0.2733734645
997	0.2733334745
998	0.2732302419
999	0.2730990206
